"","teamName","state","epiweek","cases"
"1","coolTeam","MG",202416,2708.24861944665
"2","coolTeam","MG",202417,2433.30573924522
"3","coolTeam","MG",202418,2914.71818762575
"4","coolTeam","MG",202419,3803.62809776644
"5","coolTeam","MG",202420,401.991922980498
"6","coolTeam","MG",202421,1513.30424217263
"7","coolTeam","MG",202422,1707.54210838391
"8","coolTeam","MG",202423,2343.89330404285
"9","coolTeam","MG",202424,3110.55330474394
"10","coolTeam","MG",202425,-364.321868168117
"11","coolTeam","MG",202426,3885.17178486991
"12","coolTeam","MG",202427,3135.05502506966
"13","coolTeam","SP",202416,1611.67006064304
"14","coolTeam","SP",202417,3730.13261817023
"15","coolTeam","SP",202418,1982.71103613634
"16","coolTeam","SP",202419,3146.05171854051
"17","coolTeam","SP",202420,1557.25622000108
"18","coolTeam","SP",202421,2661.5038945927
"19","coolTeam","SP",202422,2920.68928105296
"20","coolTeam","SP",202423,5849.31634665086
"21","coolTeam","SP",202424,3401.93636372492
"22","coolTeam","SP",202425,2590.17820318332
"23","coolTeam","SP",202426,1038.11314090375
"24","coolTeam","SP",202427,-230.795520103079
"25","coolTeam","RS",202416,4158.23871006647
"26","coolTeam","RS",202417,4587.3742733748
"27","coolTeam","RS",202418,3606.35513681584
"28","coolTeam","RS",202419,667.93371881376
"29","coolTeam","RS",202420,9421.30187342502
"30","coolTeam","RS",202421,3653.20317441996
"31","coolTeam","RS",202422,5237.72819834551
"32","coolTeam","RS",202423,325.828994273129
"33","coolTeam","RS",202424,3823.93273414653
"34","coolTeam","RS",202425,2428.86102759312
"35","coolTeam","RS",202426,-3606.60999272952
"36","coolTeam","RS",202427,3426.56739452686
"37","coolTeam","BA",202416,428.227719396784
"38","coolTeam","BA",202417,3380.57837434578
"39","coolTeam","BA",202418,2612.07049202987
"40","coolTeam","BA",202419,4581.85390962192
"41","coolTeam","BA",202420,2556.96100898992
"42","coolTeam","BA",202421,1080.16785323776
"43","coolTeam","BA",202422,1836.04528960133
"44","coolTeam","BA",202423,3227.25216047644
"45","coolTeam","BA",202424,3833.48629418133
"46","coolTeam","BA",202425,4425.10249247406
"47","coolTeam","BA",202426,-2054.18239942823
"48","coolTeam","BA",202427,4369.10882601
"49","coolTeam","PR",202416,3955.25687363849
"50","coolTeam","PR",202417,2392.79500586521
"51","coolTeam","PR",202418,3008.3686369915
"52","coolTeam","PR",202419,3871.72930050787
"53","coolTeam","PR",202420,4167.85235579266
"54","coolTeam","PR",202421,-714.579423205451
"55","coolTeam","PR",202422,-1664.02184441581
"56","coolTeam","PR",202423,2384.04582340424
"57","coolTeam","PR",202424,4146.89108446607
"58","coolTeam","PR",202425,96.4480192021147
"59","coolTeam","PR",202426,4181.09742229112
"60","coolTeam","PR",202427,5703.30959365115
